id,orden,palabra,valoracion
-M4ASo2XPfFH2ttOIhnA,5,Elecciones dudosas,5
-M4ASo2XPfFH2ttOIhnA,6,Desarrollo ,10
-M4ASo2XPfFH2ttOIhnA,7,Avance,10
-M4ASo2XPfFH2ttOIhnA,8,Humano,8
-M4AcPbQpTC-METSfP5k,1,Informática ,8
-M4AcPbQpTC-METSfP5k,2,Computación ,8
-M4AcPbQpTC-METSfP5k,3,Tecnología ,8
-M4AcPbQpTC-METSfP5k,4,Datos,7
-M4AcPbQpTC-METSfP5k,5,Matemáticas ,7
-M4B6M8TEh_l-0P36sgI,1,Computación ,8
-M4B6M8TEh_l-0P36sgI,2,Almacenamiento,8
-M4B6M8TEh_l-0P36sgI,3,Tecnología ,8
-M4B6M8TEh_l-0P36sgI,4,Avances,8
-M4B6M8TEh_l-0P36sgI,5,Conectividad,7
-M4BTG5Z_ix9QGfDEOxC,1,dependencia ,3
-M4BTG5Z_ix9QGfDEOxC,2,mayor facilidad para conseguir información ,8
-M4BTG5Z_ix9QGfDEOxC,3,sobreabundancia de información ,3
-M4BTG5Z_ix9QGfDEOxC,4,irrealidad ,1
-M4BTG5Z_ix9QGfDEOxC,5,informática ,7
-M4Bn33SSZxOi5UBBGNl,1,Computación ,0
-M4Bn33SSZxOi5UBBGNl,2,Visual estudio ,0
-M4Bn33SSZxOi5UBBGNl,3,Windows ,10
-M4Bn33SSZxOi5UBBGNl,4,Excel ,5
-M4Bn33SSZxOi5UBBGNl,5,Programación ,0
-M4C0ns9siZEVsz2qby0,1,Asistencia ,10
-M4C0ns9siZEVsz2qby0,2,Divertirse,10
-M4C0ns9siZEVsz2qby0,3,Sexo,5
-M4C0ns9siZEVsz2qby0,4,Salud,10
-M4C0ns9siZEVsz2qby0,5,Orientacion,10
-M4Cf3KvtccpvZrsub2l,1,Datos,7
-M4Cf3KvtccpvZrsub2l,2,Información,5
-M4Cf3KvtccpvZrsub2l,3,Flujo,5
-M4Cf3KvtccpvZrsub2l,4,Internet,5
-M4Cf3KvtccpvZrsub2l,5,Estadística,5
-M4CoQCiGFJjbORvBsQH,1,Información,10
-M4CoQCiGFJjbORvBsQH,2,Tecnologia,10
-M4CoQCiGFJjbORvBsQH,3,Evolución,9
-M4CoQCiGFJjbORvBsQH,4,Educación,10
-M4CoQCiGFJjbORvBsQH,5,Cambio,8
-M4D0gborpciv21zSQQo,1,Maquinas,7
-M4D0gborpciv21zSQQo,2,Evolucion,10
-M4D0gborpciv21zSQQo,3,Tecnología,10
-M4D0gborpciv21zSQQo,4,Medicina ,9
-M4D0gborpciv21zSQQo,5,Biologia,8
-M4D7ZoTDQIfkdz0QVA9,1,Robot,6
-M4D7ZoTDQIfkdz0QVA9,2,Internet,8
-M4D7ZoTDQIfkdz0QVA9,3,Humanidad,9
-M4D7ZoTDQIfkdz0QVA9,4,Avance,7
-M4D7ZoTDQIfkdz0QVA9,5,Electricidad,7
-M4DAhGEmv48KbDyaxvK,1,Análisis,9
-M4DAhGEmv48KbDyaxvK,2,Información,9
-M4DAhGEmv48KbDyaxvK,3,Flujos,9
-M4DAhGEmv48KbDyaxvK,4,Interdisciplinar,8
-M4DAhGEmv48KbDyaxvK,5,Tecnología,8
-M4DTrFzmy3pxm-A7w_U,1,Dato,3
-M4DTrFzmy3pxm-A7w_U,2,Informacion,3
-M4DTrFzmy3pxm-A7w_U,3,Tecnología,6
-M4DTrFzmy3pxm-A7w_U,4,Humano,9
-M4DTrFzmy3pxm-A7w_U,5,Variables,5
-M4Dmi9DXcdYNEvPds4F,1,Raro,5
-M4Dmi9DXcdYNEvPds4F,2,Interesante ,5
-M4Dmi9DXcdYNEvPds4F,3,Sencillo ,5
-M4Dmi9DXcdYNEvPds4F,4,Complicado,3
-M4Dmi9DXcdYNEvPds4F,5,Ingenioso,5
-M4E07MEGVyMuAI6Ga6m,1,Computadoras,10
-M4E07MEGVyMuAI6Ga6m,2,Sobreestimulación,3
-M4E07MEGVyMuAI6Ga6m,3,Programador,5
-M4E07MEGVyMuAI6Ga6m,4,Informacióm,8
-M4E07MEGVyMuAI6Ga6m,5,Empresas,1
-M4E5_eoTkThnp-SsQPd,1,Ciberespacio,10
-M4E5_eoTkThnp-SsQPd,2,Virtualidad,10
-M4E5_eoTkThnp-SsQPd,3,Webperiodismo,10
-M4E5_eoTkThnp-SsQPd,4,Stalker,0
-M4E5_eoTkThnp-SsQPd,5,TIC,7
-M4EYUy59HMuDYAVQiY6,1,Aprendizaje,10
-M4EYUy59HMuDYAVQiY6,2,Gran alcance,10
-M4EYUy59HMuDYAVQiY6,3,Seguridad de la información,6
-M4EYUy59HMuDYAVQiY6,4,"Uso en gestión pública, salud, educación, trab eco",9
-M4EYUy59HMuDYAVQiY6,5,Valorar su combinación con conocimientos de cada d,10
-M4EyfqsuQyVAJ0-vi3k,1,marketing,0
-M4EyfqsuQyVAJ0-vi3k,2,estadística,10
-M4EyfqsuQyVAJ0-vi3k,3,Privacidad,1
-M4EyfqsuQyVAJ0-vi3k,4,software,5
-M4EyfqsuQyVAJ0-vi3k,5,resultados,8
-M4FCXhNtqZ5TQk3f0Hr,1,Internet,9
-M4FCXhNtqZ5TQk3f0Hr,2,Sobre información,3
-M4FCXhNtqZ5TQk3f0Hr,3,Accesibilidad,10
-M4FCXhNtqZ5TQk3f0Hr,4,Falsas noticias,0
-M4FCXhNtqZ5TQk3f0Hr,5,Ingeniería,8
-M4FE_8DpDP33JDJhyFR,1,Información ,7
-M4FE_8DpDP33JDJhyFR,2,Control,3
-M4FE_8DpDP33JDJhyFR,3,Tecnologia,5
-M4FE_8DpDP33JDJhyFR,4,Gobierno,4
-M4FE_8DpDP33JDJhyFR,5,Poder,4
-M4FIRbfvTG9q013opag,1,Estudio ,7
-M4FIRbfvTG9q013opag,2,Información ,7
-M4FIRbfvTG9q013opag,3,Análisis ,9
-M4FIRbfvTG9q013opag,4,Personas,8
-M4FIRbfvTG9q013opag,5,Sociedad ,8
-M4FK5upcnrepWLENZcO,1,Robotica,0
-M4FK5upcnrepWLENZcO,2,Sustitucion trabajo  humano,0
-M4FK5upcnrepWLENZcO,3,Facilitar,0
-M4FK5upcnrepWLENZcO,4,Control,0
-M4FK5upcnrepWLENZcO,5,Pobreza,0
-M4FWk0swYA0cg7bjLpg,1,Erudito,5
-M4FWk0swYA0cg7bjLpg,2,Cientifico,5
-M4FWk0swYA0cg7bjLpg,3,Social,5
-M4FWk0swYA0cg7bjLpg,4,Herramienta,5
-M4FWk0swYA0cg7bjLpg,5,Bien personal,5
-M4FePo9Z4Nueg3GuFdW,1,Poder,10
-M4FePo9Z4Nueg3GuFdW,2,Salida laboral,10
-M4FePo9Z4Nueg3GuFdW,3,Sabiduría,10
-M4FePo9Z4Nueg3GuFdW,4,Esfuerzo,5
-M4FePo9Z4Nueg3GuFdW,5,Tiempo,5
-M4FgHjOrh1WWkiE4Jpq,1,Datos,5
-M4FgHjOrh1WWkiE4Jpq,2,Grande,8
-M4FgHjOrh1WWkiE4Jpq,3,Agenda,6
-M4FgHjOrh1WWkiE4Jpq,4,Tecnicismo ,5
-M4FgHjOrh1WWkiE4Jpq,5,Información ,5
-M4G0lbgtzXG3Ztts47C,1,grande,10
-M4G0lbgtzXG3Ztts47C,2,informacion,10
-M4G0lbgtzXG3Ztts47C,3,datos,10
-M4G0lbgtzXG3Ztts47C,4,apple,10
-M4G0lbgtzXG3Ztts47C,5,informatica,10
-M4G4quSr9ib-mdfngz3,1,Big Mac,7
-M4G4quSr9ib-mdfngz3,2,Microsoft,8
-M4G4quSr9ib-mdfngz3,3,Apple ,8
-M4G4quSr9ib-mdfngz3,4,Silicon Valle,9
-M4G4quSr9ib-mdfngz3,5,Steve Jobs ,9
-M4GKqHNosx4NqQ_VwpH,1,Gran información,4
-M4GKqHNosx4NqQ_VwpH,2,Hackeo de datos,10
-M4GKqHNosx4NqQ_VwpH,3,Manipulación de datos,10
-M4GKqHNosx4NqQ_VwpH,4,Proximidad para controlar,5
-M4GKqHNosx4NqQ_VwpH,5,Gran red de datos,5
-M4GrXMfSAzmuoaAbilF,1,Gran conocimiento,10
-M4GrXMfSAzmuoaAbilF,2,Grandes fechas,10
-M4GrXMfSAzmuoaAbilF,3,Mucho saber,10
-M4GrXMfSAzmuoaAbilF,4,Entender,10
-M4GrXMfSAzmuoaAbilF,5,Saber,10
-M4H4gQ9Gm8dOjOhULIZ,1,Abre caminos,0
-M4H4gQ9Gm8dOjOhULIZ,2,Dá libertad,0
-M4H4gQ9Gm8dOjOhULIZ,3,A veces es inaccesible para todos,10
-M4H4gQ9Gm8dOjOhULIZ,4,Es un derecho,0
-M4H4gQ9Gm8dOjOhULIZ,5,También es una obligación ,0
-M4H5HYLoPzRRJxflHdw,1,Me suena a robots ,5
-M4H5HYLoPzRRJxflHdw,2,Computadoras,0
-M4H5HYLoPzRRJxflHdw,3,Me da miedo ,10
-M4H5HYLoPzRRJxflHdw,4,Nos puede superar,10
-M4H5HYLoPzRRJxflHdw,5,Es el futuro,5
-M4H9YevJdxGiEBB66V4,1,Control,3
-M4H9YevJdxGiEBB66V4,2,Negocio,3
-M4H9YevJdxGiEBB66V4,3,Accesibilidad,7
-M4H9YevJdxGiEBB66V4,4,Poder,4
-M4H9YevJdxGiEBB66V4,5,Información,5
-M4HD5H2nIEZcw8TQkN_,1,Enciclopedia,10
-M4HD5H2nIEZcw8TQkN_,2,Libros,10
-M4HD5H2nIEZcw8TQkN_,3,Poder,10
-M4HD5H2nIEZcw8TQkN_,4,Inteligencia,10
-M4HD5H2nIEZcw8TQkN_,5,Sabiduría,10
-M4HpW0_DE3Wt0F5vvoR,1,Datos,7
-M4HpW0_DE3Wt0F5vvoR,2,Acumulación,2
-M4HpW0_DE3Wt0F5vvoR,3,Almacenamiento,5
-M4HpW0_DE3Wt0F5vvoR,4,Control,3
-M4HpW0_DE3Wt0F5vvoR,5,Publico,0
-M4I6KPtvqoTbgOf9Z_q,1,Computadoras,10
-M4I6KPtvqoTbgOf9Z_q,2,Internet,10
-M4I6KPtvqoTbgOf9Z_q,3,Robótica,10
-M4I6KPtvqoTbgOf9Z_q,4,Nuevo,5
-M4I6KPtvqoTbgOf9Z_q,5,Tecnologías,5
-M4ICY2XKcaD7MG1aOE7,1,Investigación,0
-M4ICY2XKcaD7MG1aOE7,2,Compilación,0
-M4ICY2XKcaD7MG1aOE7,3,Muestreo,0
-M4ICY2XKcaD7MG1aOE7,4,Universo,0
-M4ICY2XKcaD7MG1aOE7,5,Base,0
-M4IJ52d0a2XrIJcvxCW,1,Patrones,10
-M4IJ52d0a2XrIJcvxCW,2,Estadisticas,10
-M4IJ52d0a2XrIJcvxCW,3,Analisis,10
-M4IJ52d0a2XrIJcvxCW,4,Máquinas ,4
-M4IJ52d0a2XrIJcvxCW,5,Ciberhumanidad,0
-M4IVr7D_FeJi_d7JSly,1,Educación,10
-M4IVr7D_FeJi_d7JSly,2,Arte,5
-M4IVr7D_FeJi_d7JSly,3,Cultura,5
-M4IVr7D_FeJi_d7JSly,4,Investigación,5
-M4IVr7D_FeJi_d7JSly,5,Explorar,5
-M4IVr7D_FeJi_d7JSly,6,Construir,5
-M4IVr7D_FeJi_d7JSly,7,Producir,5
-M4Jv7XQYFsQsjyUhQ4B,1,Libertad,10
-M4Jv7XQYFsQsjyUhQ4B,2,Mejora,10
-M4Jv7XQYFsQsjyUhQ4B,3,Autonomia,10
-M4Jv7XQYFsQsjyUhQ4B,4,Independencia,10
-M4Jv7XQYFsQsjyUhQ4B,5,Conciencia,10
-M4KIzz5gS5a9Llm36fN,1,Pensamiento ,10
-M4KIzz5gS5a9Llm36fN,2,Computadoras ,8
-M4KIzz5gS5a9Llm36fN,3,Tecnología ,5
-M4KIzz5gS5a9Llm36fN,4,Creatividad ,7
-M4KIzz5gS5a9Llm36fN,5,Oportunidad ,5
-M4L_XzpNOuxu5-DO1NP,1,skynet,2
-M4L_XzpNOuxu5-DO1NP,2,terminator,2
-M4L_XzpNOuxu5-DO1NP,3,perdidad de trabajos,1
-M4L_XzpNOuxu5-DO1NP,4,seguridad,3
-M4L_XzpNOuxu5-DO1NP,5,clasificación,2
-M4LjKwWfkIxagNTZbwf,1,Informática,10
-M4LjKwWfkIxagNTZbwf,2,Interesante,7
-M4LjKwWfkIxagNTZbwf,3,Oportunidades,9
-M4LjKwWfkIxagNTZbwf,4,Obtención de distintos objetivos,8
-M4LjKwWfkIxagNTZbwf,5,Educación,10
-M4Lss3W7OI-gRAUdPgq,1,Datos ,8
-M4Lss3W7OI-gRAUdPgq,2,Informacion,10
-M4Lss3W7OI-gRAUdPgq,3,Grande,8
-M4Lss3W7OI-gRAUdPgq,4,Datos,8
-M4Lss3W7OI-gRAUdPgq,5,Macrodatos,4
-M4Lss3W7OI-gRAUdPgq,6,Tecnologia,5
-M4MGcydm5tN5wYQ_m1j,1,Computadora,9
-M4MGcydm5tN5wYQ_m1j,2,Análisis,7
-M4MGcydm5tN5wYQ_m1j,3,Técnico,4
-M4MGcydm5tN5wYQ_m1j,4,Duro,0
-M4MGcydm5tN5wYQ_m1j,5,Pseudo,0
-M4MHrfa2YMotVOJuC1A,1,Brillo,3
-M4MHrfa2YMotVOJuC1A,2,Chimento,10
-M4MHrfa2YMotVOJuC1A,3,Perro,10
-M4MHrfa2YMotVOJuC1A,4,Gato,0
-M4MHrfa2YMotVOJuC1A,5,Cariño,5
-M4MYAypjzK32kCQXPW5,1,Cálculo,5
-M4MYAypjzK32kCQXPW5,2,Computación,10
-M4MYAypjzK32kCQXPW5,3,Inteligencia artificial,8
-M4MYAypjzK32kCQXPW5,4,BLOCKCHAIN,7
-M4MYAypjzK32kCQXPW5,5,Conocimiento,5
-M4MkyqckNdDW3sUYZbN,1,Educación,9
-M4MkyqckNdDW3sUYZbN,2,Alternativa,7
-M4MkyqckNdDW3sUYZbN,3,Maestro,8
-M4MkyqckNdDW3sUYZbN,4,Formación,9
-M4MkyqckNdDW3sUYZbN,5,Desafío,5
-M4NCeINm8i0fO1dJpbV,1,grande,10
-M4NCeINm8i0fO1dJpbV,2,informacion,10
-M4NCeINm8i0fO1dJpbV,3,soluciones,10
-M4NCeINm8i0fO1dJpbV,4,tecnologias,10
-M4NCeINm8i0fO1dJpbV,5,procesos,7
-M4PU7s6fDvmB0Njhlf3,1,Gran dato,4
-M4PU7s6fDvmB0Njhlf3,2,Dato importante,5
-M4PU7s6fDvmB0Njhlf3,3,Blog de datos,5
-M4PU7s6fDvmB0Njhlf3,4,Página de pdf,5
-M4PU7s6fDvmB0Njhlf3,5,Informacion,5
-M4PXZotyOSfaWiyPCL3,1,Algoritmo,5
-M4PXZotyOSfaWiyPCL3,2,Automatización,8
-M4PXZotyOSfaWiyPCL3,3,Control,5
-M4PXZotyOSfaWiyPCL3,4,Reconocimiento Facial,8
-M4PXZotyOSfaWiyPCL3,5,Skynet,0
-M4PY7FNI6mt51Ge-2aW,1,Progreso,10
-M4PY7FNI6mt51Ge-2aW,2,Avance,10
-M4PY7FNI6mt51Ge-2aW,3,Dominio,10
-M4PY7FNI6mt51Ge-2aW,4,Supervivencia,10
-M4PY7FNI6mt51Ge-2aW,5,Mente,10
-M4Pl8NbJGm90q9RP7_l,1,Innovar,10
-M4Pl8NbJGm90q9RP7_l,2,Descubrir,10
-M4Pl8NbJGm90q9RP7_l,3,Crear ,10
-M4Pl8NbJGm90q9RP7_l,4,Fortalecer ,10
-M4Pl8NbJGm90q9RP7_l,5,Avanzar,10
-M4Q-V4UIKaX5yHM4Rsg,1,Innovación,10
-M4Q-V4UIKaX5yHM4Rsg,2,Manejo de muchos datos,10
-M4Q-V4UIKaX5yHM4Rsg,3,Información,10
-M4Q-V4UIKaX5yHM4Rsg,4,Bajos costos investigacion,10
-M4Q-V4UIKaX5yHM4Rsg,5,Amplitud de usos,10
-M4Q6TpnDmxgCSCoWP0G,1,Información,5
-M4Q6TpnDmxgCSCoWP0G,2,Datos,4
-M4Q6TpnDmxgCSCoWP0G,3,Recopilación,5
-M4Q6TpnDmxgCSCoWP0G,4,Cantidad,5
-M4Q6TpnDmxgCSCoWP0G,5,Internet,5
-M4Q8Bl_ud6vYf339lER,1,Información,8
-M4Q8Bl_ud6vYf339lER,2,Social,10
-M4Q8Bl_ud6vYf339lER,3,Internet,9
-M4Q8Bl_ud6vYf339lER,4,Interacción,10
-M4Q8Bl_ud6vYf339lER,5,Datos ,10
-M4QYGVNDymcwvIy34kZ,1,Computador,10
-M4QYGVNDymcwvIy34kZ,2,Máquina ,10
-M4QYGVNDymcwvIy34kZ,3,Futuro,10
-M4QYGVNDymcwvIy34kZ,4,Sociedad,10
-M4QYGVNDymcwvIy34kZ,5,Tecnología ,10
-M4QshkOdvab21p23HF-,1,Datos,7
-M4QshkOdvab21p23HF-,2,Informática ,8
-M4QshkOdvab21p23HF-,3,Empresas,10
-M4QshkOdvab21p23HF-,4,Memoria ,5
-M4QshkOdvab21p23HF-,5,Redes,4
-M4QuCAcScC-9xZQIpvk,1,Ciencia,9
-M4QuCAcScC-9xZQIpvk,2,Tecnología,9
-M4QuCAcScC-9xZQIpvk,3,Resolución de problemas,8
-M4QuCAcScC-9xZQIpvk,4,Robots,6
-M4QuCAcScC-9xZQIpvk,5,"""Piensan/Hacen otros lo que podríamos hacer""",6
-M4Rk4cOQHm7b0PDarQ-,1,Sobre información,0
-M4Rk4cOQHm7b0PDarQ-,2,Información,9
-M4Rk4cOQHm7b0PDarQ-,3,Virtual,4
-M4Rk4cOQHm7b0PDarQ-,4,Desconectado,0
-M4Rk4cOQHm7b0PDarQ-,5,Conectado,8
-M4Tqq6G2Skr1b4OIxTC,1,libros,10
-M4Tqq6G2Skr1b4OIxTC,2,datos,10
-M4Tqq6G2Skr1b4OIxTC,3,doctorado,10
-M4Tqq6G2Skr1b4OIxTC,4,escuela,10
-M4Tqq6G2Skr1b4OIxTC,5,practica,10
-M4UJC5l12tA3E8TzHsO,1,Grandes bases de datos,9
-M4UJC5l12tA3E8TzHsO,2,Gestion de la información ,9
-M4UJC5l12tA3E8TzHsO,3,Equipos de trabajo,8
-M4UJC5l12tA3E8TzHsO,4,Oferta laboral,9
-M4UJC5l12tA3E8TzHsO,5,Saber tecnico y disciplinas,7
-M4UPDevOA_BPqPUxjLy,1,Machine learning,7
-M4UPDevOA_BPqPUxjLy,2,Inteligencia artificial,8
-M4UPDevOA_BPqPUxjLy,3,Ciencias De la computacion,5
-M4UPDevOA_BPqPUxjLy,4,Robotica,5
-M4UPDevOA_BPqPUxjLy,5,automatizacion,5
-M4Uabiv1313P9-nn070,1,Gran,0
-M4Uabiv1313P9-nn070,2,Información,10
-M4Uabiv1313P9-nn070,3,Gran información,5
-M4Uabiv1313P9-nn070,4,Datos,7
-M4Uabiv1313P9-nn070,5,Medios,4
-M4VqamiGawLCRXqbZfQ,1,Proceso,10
-M4VqamiGawLCRXqbZfQ,2,Analisis,10
-M4VqamiGawLCRXqbZfQ,3,Estimaciones,10
-M4VqamiGawLCRXqbZfQ,4,Vigilancia,0
-M4VqamiGawLCRXqbZfQ,5,Desarrollo,10
-M4X1PJ5I-WZklAzj7B-,1,Información ,7
-M4X1PJ5I-WZklAzj7B-,2,Importante,7
-M4X1PJ5I-WZklAzj7B-,3,Ayuda,5
-M4X1PJ5I-WZklAzj7B-,4,Variedad,6
-M4X1PJ5I-WZklAzj7B-,5,Consideración ,7
-M4XHRyShBOXFftOIuLh,1,Datos,8
-M4XHRyShBOXFftOIuLh,2,Software,9
-M4XHRyShBOXFftOIuLh,3,Global,6
-M4XHRyShBOXFftOIuLh,4,Análisis,8
-M4XHRyShBOXFftOIuLh,5,Contexto,10
-M4XVcatjvtyJgVlsPyB,1,Futuro,10
-M4XVcatjvtyJgVlsPyB,2,Progreso,10
-M4XVcatjvtyJgVlsPyB,3,Utopía,10
-M4XVcatjvtyJgVlsPyB,4,Distopía,0
-M4XVcatjvtyJgVlsPyB,5,Rebelión de las máquinas,0
-M4ZxrqG2qNNfSO7MmwO,1,Nube ,10
-M4ZxrqG2qNNfSO7MmwO,2,Conectividad,10
-M4ZxrqG2qNNfSO7MmwO,3,Desarrollo,7
-M4ZxrqG2qNNfSO7MmwO,4,Problemas,1
-M4ZxrqG2qNNfSO7MmwO,5,Union,10
-M4_2tM8u2-z4H6RbRIo,1,Big data,10
-M4_2tM8u2-z4H6RbRIo,2,Análisis,9
-M4_2tM8u2-z4H6RbRIo,3,Minería,8
-M4_2tM8u2-z4H6RbRIo,4,Búsquedas,7
-M4_2tM8u2-z4H6RbRIo,5,Privación de la información,2
-M4_2tM8u2-z4H6RbRIo,6,Silicon Valley ,1
-M4_aDG7_KQD2W0eXLAP,1,Mucha información ,7
-M4_aDG7_KQD2W0eXLAP,2,Redes,8
-M4_aDG7_KQD2W0eXLAP,3,"Correos, spams",0
-M4_aDG7_KQD2W0eXLAP,4,Empresas compran datos,0
-M4_aDG7_KQD2W0eXLAP,5,Servidores,5
-M4_ydo_7cPCZukHzWO4,1,Conjunto,5
-M4_ydo_7cPCZukHzWO4,2,Información,6
-M4_ydo_7cPCZukHzWO4,3,Falta de privacidad,2
-M4_ydo_7cPCZukHzWO4,4,Marketing,2
-M4_ydo_7cPCZukHzWO4,5,Dios del internet ,3
-M4_zs5FE37U3rhlgo-m,1,Análisis,8
-M4_zs5FE37U3rhlgo-m,2,Datos,10
-M4_zs5FE37U3rhlgo-m,3,Matemática,7
-M4_zs5FE37U3rhlgo-m,4,Asociaciones,8
-M4_zs5FE37U3rhlgo-m,5,Predicción,9
-M4a1JVfdap7afYm1Ag2,1,Conocimiento,10
-M4a1JVfdap7afYm1Ag2,2,Saber,9
-M4a1JVfdap7afYm1Ag2,3,Interrogación,8
-M4a1JVfdap7afYm1Ag2,4,Curiosidad,9
-M4a1JVfdap7afYm1Ag2,5,Cultivarse,7
-M4a1dOFddKzsEuVDooS,1,General,0
-M4a1dOFddKzsEuVDooS,2,Abarcativo,10
-M4a1dOFddKzsEuVDooS,3,Completo,10
-M4a1dOFddKzsEuVDooS,4,Muchos datos,0
-M4a1dOFddKzsEuVDooS,5,Global,10
-M4a1nIE15MiuN4LbE0K,1,Mercado,10
-M4a1nIE15MiuN4LbE0K,2,Precarización ,10
-M4a1nIE15MiuN4LbE0K,3,Positivismo ,0
-M4a1nIE15MiuN4LbE0K,4,Salud,0
-M4a1nIE15MiuN4LbE0K,5,Concentración de capital,10
-M4aDKg_r4yUO_JBbmmE,1,Base de datos ,5
-M4aDKg_r4yUO_JBbmmE,2,Información ,5
-M4aDKg_r4yUO_JBbmmE,3,Almacenamiento,5
-M4aDKg_r4yUO_JBbmmE,4,Datos personales ,5
-M4aDKg_r4yUO_JBbmmE,5,Indexación,5
-M4aHhBk8C92dEQocCWh,1,El gran dato,0
-M4aHhBk8C92dEQocCWh,2,Masificación ,0
-M4aHhBk8C92dEQocCWh,3,Generalización exesivs,0
-M4aHhBk8C92dEQocCWh,4,Que esta de moda,0
-M4aHhBk8C92dEQocCWh,5,Pasa tiempo ,10
-M4aJjqh6zz6JaydL_q3,1,Sabiduría ,10
-M4aJjqh6zz6JaydL_q3,2,Ideas ,5
-M4aJjqh6zz6JaydL_q3,3,Estudio ,10
-M4aJjqh6zz6JaydL_q3,4,Hipótesis ,10
-M4aJjqh6zz6JaydL_q3,5,Respuestas ,5
-M4bx4C2q3rw8xwnE4qT,1,Libros,10
-M4bx4C2q3rw8xwnE4qT,2,Universidad,10
-M4bx4C2q3rw8xwnE4qT,3,Lectura,10
-M4bx4C2q3rw8xwnE4qT,4,Escritura,10
-M4bx4C2q3rw8xwnE4qT,5,Memoria,10
-M4c2Qrtj5zPj18aOy4b,1,Robot,5
-M4c2Qrtj5zPj18aOy4b,2,Evolucion,2
-M4c2Qrtj5zPj18aOy4b,3,Informatica,8
-M4c2Qrtj5zPj18aOy4b,4,Relaciones virtuales,1
-M4c2Qrtj5zPj18aOy4b,5,Saber especifico,9
-M4c2Qrtj5zPj18aOy4b,6,Artificial,0
-M5-vc9hIvjPO6Ayx8gl,1,Estudio,10
-M5-vc9hIvjPO6Ayx8gl,2,Internet,10
-M5-vc9hIvjPO6Ayx8gl,3,Datos personales,6
-M5-vc9hIvjPO6Ayx8gl,4,Agilidad a la distancia ,9
-M5-vc9hIvjPO6Ayx8gl,5,Organización ,10
-M50e6xxUJPXUJZX1G3w,1,Crecimiento,8
-M50e6xxUJPXUJZX1G3w,2,Universidad,8
-M50e6xxUJPXUJZX1G3w,3,Vida,8
-M50e6xxUJPXUJZX1G3w,4,Pensar,8
-M50e6xxUJPXUJZX1G3w,5,Realización,8
-M52mHmaCqOfYTvTVFnU,1,Información ,9
-M52mHmaCqOfYTvTVFnU,2,Importante ,9
-M52mHmaCqOfYTvTVFnU,3,Informática ,5
-M52mHmaCqOfYTvTVFnU,4,Datos,8
-M52mHmaCqOfYTvTVFnU,5,Aviso ,7
-M52xxqLcyL60fYcPE-P,1,Información,7
-M52xxqLcyL60fYcPE-P,2,Exploración ,8
-M52xxqLcyL60fYcPE-P,3,Experimentos,9
-M52xxqLcyL60fYcPE-P,4,Aprendizaje,8
-M52xxqLcyL60fYcPE-P,5,Material Denso,3
-M534Jolbydy8wzpvDVr,1,grandes datos,10
-M534Jolbydy8wzpvDVr,2,una noticia importante,10
-M534Jolbydy8wzpvDVr,3,conocimiento,10
-M534Jolbydy8wzpvDVr,4,un encabezado,5
-M534Jolbydy8wzpvDVr,5,un tipo de problematica,10
-M53AyAMgtBqT3jz2612,1,Avance ,8
-M53AyAMgtBqT3jz2612,2,Consumo,5
-M53AyAMgtBqT3jz2612,3,Sedentarismo,4
-M53AyAMgtBqT3jz2612,4,Herramienta,6
-M53AyAMgtBqT3jz2612,5,Costo,4
-M53sfA6QIfLGZkYvwVS,1,Saber ,10
-M53sfA6QIfLGZkYvwVS,2,Pensar,10
-M53sfA6QIfLGZkYvwVS,3,Ignorancia,2
-M53sfA6QIfLGZkYvwVS,4,Exito,8
-M53sfA6QIfLGZkYvwVS,5,Crecimiento,10
-M5SUkUrSegJJPwm6x5-,1,Aplicaciones inteligentes ( predictoras),10
-M5SUkUrSegJJPwm6x5-,2,Bases de datos,9
-M5SUkUrSegJJPwm6x5-,3,Comercialización web,8
-M5SUkUrSegJJPwm6x5-,4,Marketing 4.0,8
-M5SUkUrSegJJPwm6x5-,5,Destinos inteligentes,8
-M5Tl1lBApBD-BoX2J90,1,redes sociales,2
-M5Tl1lBApBD-BoX2J90,2,google,8
-M5Tl1lBApBD-BoX2J90,3,digitalización,8
-M5Tl1lBApBD-BoX2J90,4,vigilancia,2
-M5Tl1lBApBD-BoX2J90,5,cibercrimen,2
-M5UXPsFzeCrSCMKTiOW,1,Tecnología,5
-M5UXPsFzeCrSCMKTiOW,2,Estadística ,7
-M5UXPsFzeCrSCMKTiOW,3,Informática,5
-M5UXPsFzeCrSCMKTiOW,4,Números,5
-M5UXPsFzeCrSCMKTiOW,5,Sistemas,5
-M5UcRnyTQPmLOBISqqh,1,Saberes ,10
-M5UcRnyTQPmLOBISqqh,2,Academico,2
-M5UcRnyTQPmLOBISqqh,3,Epistemología,5
-M5UcRnyTQPmLOBISqqh,4,Educación ,7
-M5UcRnyTQPmLOBISqqh,5,Poder,4
-M5UdKvc0pFv5LDjNbDb,1,Cerebro,5
-M5UdKvc0pFv5LDjNbDb,2,Imaginacion,5
-M5UdKvc0pFv5LDjNbDb,3,Escrito,5
-M5UdKvc0pFv5LDjNbDb,4,Lamparita,5
-M5UdKvc0pFv5LDjNbDb,5,Velocidad,5
-M5UdM0OARXWrHCQgXu_,1,Cerebro,5
-M5UdM0OARXWrHCQgXu_,2,Imaginacion,5
-M5UdM0OARXWrHCQgXu_,3,Escrito,5
